SOID,Dt,CustID,Gen,Ctry,Rgn,City,Grp,Prod,SubCat,Cat,Color,Qty,UPrice,ListUPrice,DiscPct,DiscAmount,UCost,Amount,Channel,Payment,ShipMode,Campaign,SalesRep,Segment,CustType,CustSince
53660,2023-04-05,CUST00596,F,Canada,Canada,Vancouver,North America,Cycling Shorts,Shorts,Clothing,Không,1,70,70.71,0.01,0.71,43.12,70,Online,Chuyển khoản,Giao nhanh,Không,Đỗ Thị Giang,Thường,Cá nhân,2019
53660,2023-04-05,CUST00596,F,Canada,Canada,Vancouver,North America,Racing Socks,Socks,Clothing,Không,3,9,9.09,0.01,0.27,5.61,27,Online,Chuyển khoản,Giao nhanh,Không,Đỗ Thị Giang,Thường,Cá nhân,2019
54041,2023-04-05,CUST00511,F,United States,Central,Denver,North America,Cycling Shorts,Shorts,Clothing,Không,1,70,80.46,0.13,10.46,44.07,70,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2021
54041,2023-04-05,CUST00511,F,United States,Central,Denver,North America,Racing Socks,Socks,Clothing,Không,6,9,10.84,0.17,11.04,5.66,54,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2021
54041,2023-04-05,CUST00511,F,United States,Central,Denver,North America,Patch Kit,Tires,Accessories,Không,3,2,2.22,0.1,0.66,1.1,6,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2021
50233,2023-04-06,CUST00491,F,United Kingdom,United Kingdom,Birmingham,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,1204.62,0.35,421.62,655.83,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Vũ Văn Hải,Mới,Cá nhân,2024
51042,2023-04-06,CUST00049,F,United States,Southwest,Phoenix,North America,Cycling Shorts,Shorts,Clothing,Không,1,70,74.47,0.06,4.47,43.33,70,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Mới,Cá nhân,2024
52761,2023-04-06,CUST00609,F,United States,Northwest,Boise,North America,Sport-100 Helmet,Helmets,Accessories,Không,2,35,36.08,0.03,2.16,19.62,70,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Nguyễn Văn An,Thường,Cá nhân,2018
52761,2023-04-06,CUST00609,F,United States,Northwest,Boise,North America,Headlights - Dual,Lights,Accessories,Không,2,35,35.0,0.0,0.0,19.34,70,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Nguyễn Văn An,Thường,Cá nhân,2018
52761,2023-04-06,CUST00609,F,United States,Northwest,Boise,North America,Cycling Cap,Caps,Clothing,Không,3,9,9.0,0.0,0.0,5.55,27,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Nguyễn Văn An,Thường,Cá nhân,2018
53769,2023-04-06,CUST00241,F,United Kingdom,United Kingdom,London,Europe,Bottle Cage,Bottle Cages,Accessories,Không,1,9,10.23,0.12,1.23,4.89,9,Đại lý,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,Thường,Cá nhân,2021
53769,2023-04-06,CUST00241,F,United Kingdom,United Kingdom,London,Europe,Cycling Jersey,Jerseys,Clothing,Không,4,54,75.0,0.28,84.0,33.68,216,Đại lý,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,Thường,Cá nhân,2021
53868,2023-04-06,CUST00531,F,United States,Southwest,San Diego,North America,Sport-100 Helmet,Helmets,Accessories,Không,3,35,35.35,0.01,1.05,19.36,105,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53868,2023-04-06,CUST00531,F,United States,Southwest,San Diego,North America,Cycling Cap,Caps,Clothing,Không,4,9,9.57,0.06,2.28,5.65,36,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53868,2023-04-06,CUST00531,F,United States,Southwest,San Diego,North America,Cycling Jersey,Jerseys,Clothing,Không,3,54,56.84,0.05,8.52,32.93,162,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2019
52463,2023-04-07,CUST00302,M,United States,Northwest,Seattle,North America,Full-Finger Gloves,Gloves,Clothing,Không,4,38,45.78,0.17,31.12,23.73,152,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,VIP,Doanh nghiệp,2022
52463,2023-04-07,CUST00302,M,United States,Northwest,Seattle,North America,Headlights - Dual,Lights,Accessories,Không,2,35,38.46,0.09,6.92,19.6,70,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,VIP,Doanh nghiệp,2022
51372,2023-04-08,CUST00092,F,United States,Central,Dallas,North America,Patch Kit,Tires,Accessories,Không,8,2,2.38,0.16,3.04,1.1,16,Đại lý,Thẻ,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2019
52346,2023-04-08,CUST00282,F,United States,Central,Denver,North America,Racing Socks,Socks,Clothing,Không,6,9,11.39,0.21,14.34,5.63,54,Đại lý,Thẻ,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2023
52346,2023-04-08,CUST00282,F,United States,Central,Denver,North America,Full-Finger Gloves,Gloves,Clothing,Không,4,38,48.1,0.21,40.4,23.93,152,Đại lý,Thẻ,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2023
53281,2023-04-08,CUST00531,F,United States,Southwest,San Diego,North America,Patch Kit,Tires,Accessories,Không,7,2,2.06,0.03,0.42,1.09,14,Online,Chuyển khoản,Giao nhanh,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53281,2023-04-08,CUST00531,F,United States,Southwest,San Diego,North America,Full-Finger Gloves,Gloves,Clothing,Không,3,38,38.78,0.02,2.34,23.21,114,Online,Chuyển khoản,Giao nhanh,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53281,2023-04-08,CUST00531,F,United States,Southwest,San Diego,North America,ML Crankset,Cranksets,Components,Không,1,113,120.21,0.06,7.21,66.53,113,Online,Chuyển khoản,Giao nhanh,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53460,2023-04-08,CUST00554,F,United States,Northwest,Portland,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,75.27,0.07,10.54,42.55,140,Online,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2022
53460,2023-04-08,CUST00554,F,United States,Northwest,Portland,North America,Road-150 Red,Road Bikes,Bikes,Red,1,3578,3931.87,0.09,353.87,3059.01,3578,Online,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2022
51217,2023-04-09,CUST00721,F,United Kingdom,United Kingdom,Birmingham,Europe,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.32,0.06,0.32,2.8,5,Online,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,Mới,Cá nhân,2024
51560,2023-04-09,CUST00303,F,Germany,Germany,Hamburg,Europe,Patch Kit,Tires,Accessories,Không,3,2,2.7,0.26,2.1,1.08,6,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2022
51807,2023-04-09,CUST00594,M,United States,Northwest,Portland,North America,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,862.79,0.14,120.79,450.2,742,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Doanh nghiệp,2019
52789,2023-04-09,CUST00676,M,Germany,Germany,Hamburg,Europe,Racing Socks,Socks,Clothing,Không,3,9,10.11,0.11,3.33,5.69,27,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Mới,Cá nhân,2024
52930,2023-04-09,CUST00671,M,United States,Southwest,Phoenix,North America,ML Crankset,Cranksets,Components,Không,2,113,148.68,0.24,71.36,68.96,226,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2022
54057,2023-04-09,CUST00255,M,United States,Northeast,Boston,North America,Minipump,Pumps,Accessories,Không,1,25,26.32,0.05,1.32,14.01,25,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Trần Thị Bình,VIP,Cá nhân,2022
54057,2023-04-09,CUST00255,M,United States,Northeast,Boston,North America,ML Crankset,Cranksets,Components,Không,2,113,116.49,0.03,6.98,67.85,226,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Trần Thị Bình,VIP,Cá nhân,2022
51860,2023-04-10,CUST00413,M,Germany,Germany,Munich,Europe,LL Road Saddle,Saddles,Components,Không,1,28,29.17,0.04,1.17,17.55,28,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Đặng Văn Minh,Thường,Cá nhân,2021
52808,2023-04-10,CUST00693,M,United States,Southwest,San Diego,North America,Minipump,Pumps,Accessories,Không,2,25,30.12,0.17,10.24,13.98,50,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Doanh nghiệp,2022
52808,2023-04-10,CUST00693,M,United States,Southwest,San Diego,North America,Mountain Tire,Tires,Accessories,Không,1,35,44.3,0.21,9.3,19.19,35,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Doanh nghiệp,2022
52808,2023-04-10,CUST00693,M,United States,Southwest,San Diego,North America,Racing Socks,Socks,Clothing,Không,6,9,10.34,0.13,8.04,5.52,54,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Doanh nghiệp,2022
52808,2023-04-10,CUST00693,M,United States,Southwest,San Diego,North America,Front Brakes,Brakes,Components,Không,2,107,128.92,0.17,43.84,64.71,214,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Doanh nghiệp,2022
53920,2023-04-10,CUST00477,M,United States,Southeast,Miami,North America,Racing Socks,Socks,Clothing,Không,6,9,9.18,0.02,1.08,5.61,54,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Hoàng Văn Em,VIP,Doanh nghiệp,2020
50526,2023-04-11,CUST00218,M,United States,Southeast,Atlanta,North America,ML Crankset,Cranksets,Components,Không,1,113,115.31,0.02,2.31,66.84,113,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Hoàng Văn Em,Thường,Cá nhân,2021
50526,2023-04-11,CUST00218,M,United States,Southeast,Atlanta,North America,LL Road Saddle,Saddles,Components,Không,2,28,29.17,0.04,2.34,17.07,56,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Hoàng Văn Em,Thường,Cá nhân,2021
50526,2023-04-11,CUST00218,M,United States,Southeast,Atlanta,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,582.47,0.03,17.47,338.68,565,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Hoàng Văn Em,Thường,Cá nhân,2021
52645,2023-04-11,CUST00491,F,United Kingdom,United Kingdom,Birmingham,Europe,Sport-100 Helmet,Helmets,Accessories,Không,1,35,35.35,0.01,0.35,19.19,35,Online,Thẻ,Giao nhanh,Không,Vũ Văn Hải,Mới,Cá nhân,2024
52645,2023-04-11,CUST00491,F,United Kingdom,United Kingdom,Birmingham,Europe,Headlights - Dual,Lights,Accessories,Không,2,35,37.23,0.06,4.46,19.42,70,Online,Thẻ,Giao nhanh,Không,Vũ Văn Hải,Mới,Cá nhân,2024
52730,2023-04-11,CUST00570,M,United States,Southwest,Los Angeles,North America,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,1016.44,0.27,274.44,451.73,742,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
52730,2023-04-11,CUST00570,M,United States,Southwest,Los Angeles,North America,LL Road Saddle,Saddles,Components,Không,2,28,37.84,0.26,19.68,17.36,56,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
52779,2023-04-11,CUST00655,M,United States,Southeast,Atlanta,North America,Water Bottle 30oz,Bottles,Accessories,Không,4,5,6.33,0.21,5.32,2.75,20,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Hoàng Văn Em,Mới,Cá nhân,2024
54056,2023-04-11,CUST00561,M,Australia,Australia,Brisbane,Pacific,Bottle Cage,Bottle Cages,Accessories,Không,1,9,9.38,0.04,0.38,5.01,9,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Ngô Thị Nga,VIP,Doanh nghiệp,2021
54056,2023-04-11,CUST00561,M,Australia,Australia,Brisbane,Pacific,Road-650 Black,Road Bikes,Bikes,Black,1,783,900.0,0.13,117.0,658.17,783,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Ngô Thị Nga,VIP,Doanh nghiệp,2021
50407,2023-04-12,CUST00709,F,United States,Southwest,Los Angeles,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,576.53,0.02,11.53,334.41,565,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,Thường,Cá nhân,2022
50407,2023-04-12,CUST00709,F,United States,Southwest,Los Angeles,North America,Cycling Cap,Caps,Clothing,Không,5,9,9.38,0.04,1.9,5.64,45,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Phạm Thị Dung,Thường,Cá nhân,2022
51155,2023-04-12,CUST00303,F,Germany,Germany,Hamburg,Europe,LL Road Saddle,Saddles,Components,Không,1,28,28.28,0.01,0.28,17.6,28,Online,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2022
51155,2023-04-12,CUST00303,F,Germany,Germany,Hamburg,Europe,Bottle Cage,Bottle Cages,Accessories,Không,3,9,9.68,0.07,2.04,4.86,27,Online,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2022
51514,2023-04-12,CUST00306,F,Canada,Canada,Toronto,North America,Bottle Cage,Bottle Cages,Accessories,Không,4,9,12.68,0.29,14.72,5.04,36,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đỗ Thị Giang,Thường,Cá nhân,2022
53971,2023-04-12,CUST00373,F,Australia,Australia,Brisbane,Pacific,Road-650 Black,Road Bikes,Bikes,Black,1,783,1186.36,0.34,403.36,667.45,783,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,Thường,Cá nhân,2023
53971,2023-04-12,CUST00373,F,Australia,Australia,Brisbane,Pacific,Water Bottle 30oz,Bottles,Accessories,Không,2,5,6.41,0.22,2.82,2.75,10,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,Thường,Cá nhân,2023
53971,2023-04-12,CUST00373,F,Australia,Australia,Brisbane,Pacific,Bottle Cage,Bottle Cages,Accessories,Không,1,9,11.39,0.21,2.39,5.0,9,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,Thường,Cá nhân,2023
50950,2023-04-13,CUST00266,F,France,France,Paris,Europe,LL Road Saddle,Saddles,Components,Không,2,28,29.17,0.04,2.34,17.47,56,Online,Thẻ,Giao nhanh,Không,Bùi Thị Lan,Thường,Cá nhân,2022
50950,2023-04-13,CUST00266,F,France,France,Paris,Europe,Patch Kit,Tires,Accessories,Không,5,2,2.17,0.08,0.85,1.09,10,Online,Thẻ,Giao nhanh,Không,Bùi Thị Lan,Thường,Cá nhân,2022
51002,2023-04-13,CUST00540,F,United States,Central,Chicago,North America,Patch Kit,Tires,Accessories,Không,6,2,2.0,0.0,0.0,1.11,12,Online,Thẻ,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2022
51377,2023-04-13,CUST00687,F,United States,Northeast,New York,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,614.13,0.08,49.13,334.68,565,Online,Thẻ,Giao nhanh,Không,Trần Thị Bình,Mới,Cá nhân,2024
53332,2023-04-13,CUST00796,M,United States,Southwest,Los Angeles,North America,Cycling Cap,Caps,Clothing,Không,4,9,10.71,0.16,6.84,5.65,36,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2022
53332,2023-04-13,CUST00796,M,United States,Southwest,Los Angeles,North America,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,939.24,0.21,197.24,450.43,742,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2022
53332,2023-04-13,CUST00796,M,United States,Southwest,Los Angeles,North America,Minipump,Pumps,Accessories,Không,1,25,30.86,0.19,5.86,13.73,25,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2022
53332,2023-04-13,CUST00796,M,United States,Southwest,Los Angeles,North America,Water Bottle 30oz,Bottles,Accessories,Không,2,5,5.95,0.16,1.9,2.73,10,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2022
50851,2023-04-14,CUST00572,F,United States,Northwest,Boise,North America,Water Bottle 30oz,Bottles,Accessories,Không,3,5,5.26,0.05,0.78,2.77,15,Online,Thẻ,Giao nhanh,Không,Nguyễn Văn An,Thường,Cá nhân,2020
50851,2023-04-14,CUST00572,F,United States,Northwest,Boise,North America,Mountain Tire,Tires,Accessories,Không,4,35,37.63,0.07,10.52,19.51,140,Online,Thẻ,Giao nhanh,Không,Nguyễn Văn An,Thường,Cá nhân,2020
50851,2023-04-14,CUST00572,F,United States,Northwest,Boise,North America,Minipump,Pumps,Accessories,Không,2,25,26.88,0.07,3.76,13.85,50,Online,Thẻ,Giao nhanh,Không,Nguyễn Văn An,Thường,Cá nhân,2020
50851,2023-04-14,CUST00572,F,United States,Northwest,Boise,North America,Road-150 Red,Road Bikes,Bikes,Red,1,3578,4112.64,0.13,534.64,3042.21,3578,Online,Thẻ,Giao nhanh,Không,Nguyễn Văn An,Thường,Cá nhân,2020
53360,2023-04-14,CUST00664,F,United States,Southwest,San Diego,North America,Mountain Tire,Tires,Accessories,Không,3,35,38.46,0.09,10.38,19.31,105,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
53360,2023-04-14,CUST00664,F,United States,Southwest,San Diego,North America,Water Bottle 30oz,Bottles,Accessories,Không,1,5,6.94,0.28,1.94,2.74,5,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
53412,2023-04-14,CUST00427,F,United States,Northeast,New York,North America,Racing Socks,Socks,Clothing,Không,3,9,12.0,0.25,9.0,5.57,27,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Trần Thị Bình,Thường,Cá nhân,2021
53412,2023-04-14,CUST00427,F,United States,Northeast,New York,North America,Water Bottle 30oz,Bottles,Accessories,Không,5,5,5.95,0.16,4.75,2.78,25,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Trần Thị Bình,Thường,Cá nhân,2021
53412,2023-04-14,CUST00427,F,United States,Northeast,New York,North America,Minipump,Pumps,Accessories,Không,2,25,32.05,0.22,14.1,13.89,50,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Trần Thị Bình,Thường,Cá nhân,2021
52036,2023-04-15,CUST00565,M,France,France,Lyon,Europe,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,2415.79,0.05,120.79,1321.43,2295,Online,Chuyển khoản,Giao nhanh,Không,Bùi Thị Lan,Thường,Cá nhân,2020
50402,2023-04-16,CUST00047,F,Canada,Canada,Montreal,North America,Rear Derailleur,Derailleurs,Components,Không,2,121,165.75,0.27,89.5,71.67,242,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đỗ Thị Giang,Thường,Cá nhân,2022
50402,2023-04-16,CUST00047,F,Canada,Canada,Montreal,North America,Full-Finger Gloves,Gloves,Clothing,Không,4,38,44.19,0.14,24.76,23.77,152,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đỗ Thị Giang,Thường,Cá nhân,2022
50402,2023-04-16,CUST00047,F,Canada,Canada,Montreal,North America,Water Bottle 30oz,Bottles,Accessories,Không,3,5,6.1,0.18,3.3,2.72,15,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đỗ Thị Giang,Thường,Cá nhân,2022
51199,2023-04-16,CUST00130,F,United States,Northwest,Portland,North America,Mountain Tire,Tires,Accessories,Không,2,35,44.87,0.22,19.74,19.37,70,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
51199,2023-04-16,CUST00130,F,United States,Northwest,Portland,North America,Water Bottle 30oz,Bottles,Accessories,Không,4,5,6.58,0.24,6.32,2.71,20,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
51199,2023-04-16,CUST00130,F,United States,Northwest,Portland,North America,Racing Socks,Socks,Clothing,Không,6,9,10.23,0.12,7.38,5.5,54,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
51199,2023-04-16,CUST00130,F,United States,Northwest,Portland,North America,HL Road Wheel,Wheels,Components,Không,2,280,368.42,0.24,176.84,166.72,560,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
53688,2023-04-16,CUST00505,F,United States,Central,Dallas,North America,LL Road Saddle,Saddles,Components,Không,2,28,29.47,0.05,2.94,17.12,56,Online,Thẻ,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2023
50884,2023-04-17,CUST00644,F,United States,Southeast,Miami,North America,Minipump,Pumps,Accessories,Không,1,25,25.77,0.03,0.77,13.65,25,Online,Thẻ,Giao nhanh,Không,Hoàng Văn Em,Thường,Cá nhân,2018
50884,2023-04-17,CUST00644,F,United States,Southeast,Miami,North America,Sport-100 Helmet,Helmets,Accessories,Không,1,35,35.35,0.01,0.35,19.13,35,Online,Thẻ,Giao nhanh,Không,Hoàng Văn Em,Thường,Cá nhân,2018
51017,2023-04-17,CUST00391,M,United States,Northwest,Seattle,North America,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,2637.93,0.13,342.93,1350.23,2295,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,VIP,Doanh nghiệp,2021
51056,2023-04-17,CUST00574,F,United States,Central,Chicago,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,582.47,0.03,17.47,344.5,565,Online,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2023
51056,2023-04-17,CUST00574,F,United States,Central,Chicago,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,900.0,0.13,117.0,670.89,783,Online,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2023
51056,2023-04-17,CUST00574,F,United States,Central,Chicago,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,73.68,0.05,7.36,43.12,140,Online,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2023
51398,2023-04-17,CUST00153,F,United States,Southwest,Phoenix,North America,Rear Derailleur,Derailleurs,Components,Không,2,121,131.52,0.08,21.04,71.44,242,Online,Chuyển khoản,Giao nhanh,Không,Phạm Thị Dung,Thường,Cá nhân,2019
50910,2023-04-18,CUST00804,M,United States,Northwest,Seattle,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,89.74,0.22,39.48,43.13,140,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2022
51611,2023-04-18,CUST00841,F,United States,Southwest,Phoenix,North America,Bottle Cage,Bottle Cages,Accessories,Không,2,9,11.69,0.23,5.38,4.88,18,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2019
52148,2023-04-18,CUST00667,F,United States,Southeast,Atlanta,North America,Cycling Jersey,Jerseys,Clothing,Không,3,54,77.14,0.3,69.42,32.96,162,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Hoàng Văn Em,Thường,Cá nhân,2023
51259,2023-04-19,CUST00840,M,United Kingdom,United Kingdom,London,Europe,Rear Derailleur,Derailleurs,Components,Không,1,121,159.21,0.24,38.21,71.21,121,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Vũ Văn Hải,VIP,Doanh nghiệp,2020
51259,2023-04-19,CUST00840,M,United Kingdom,United Kingdom,London,Europe,Minipump,Pumps,Accessories,Không,1,25,31.65,0.21,6.65,13.68,25,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Vũ Văn Hải,VIP,Doanh nghiệp,2020
51692,2023-04-19,CUST00046,M,United States,Central,Dallas,North America,Water Bottle 30oz,Bottles,Accessories,Không,6,5,5.49,0.09,2.94,2.78,30,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2023
54167,2023-04-19,CUST00763,F,United States,Northwest,Portland,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,72.16,0.03,4.32,43.1,140,Online,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2023
50365,2023-04-20,CUST00594,M,United States,Northwest,Portland,North America,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,3017.72,0.21,633.72,1377.79,2384,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Doanh nghiệp,2019
50365,2023-04-20,CUST00594,M,United States,Northwest,Portland,North America,Full-Finger Gloves,Gloves,Clothing,Không,3,38,53.52,0.29,46.56,23.12,114,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Doanh nghiệp,2019
50365,2023-04-20,CUST00594,M,United States,Northwest,Portland,North America,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,2833.33,0.19,538.33,1342.01,2295,Đại lý,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Doanh nghiệp,2019
50538,2023-04-20,CUST00207,M,Australia,Australia,Brisbane,Pacific,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,773.97,0.27,208.97,333.56,565,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Ngô Thị Nga,Thường,Cá nhân,2020
50842,2023-04-20,CUST00661,F,Germany,Germany,Berlin,Europe,Cycling Jersey,Jerseys,Clothing,Không,4,54,72.97,0.26,75.88,33.93,216,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2023
50842,2023-04-20,CUST00661,F,Germany,Germany,Berlin,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,680.72,0.17,115.72,336.04,565,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2023
53666,2023-04-20,CUST00322,F,Canada,Canada,Vancouver,North America,Road-150 Red,Road Bikes,Bikes,Red,1,3578,5504.62,0.35,1926.62,3062.36,3578,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đỗ Thị Giang,VIP,Doanh nghiệp,2024
50209,2023-04-21,CUST00776,F,Canada,Canada,Montreal,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,1204.62,0.35,421.62,662.39,783,Đại lý,Thẻ,Tiêu chuẩn,Không,Đỗ Thị Giang,Thường,Cá nhân,2020
51550,2023-04-21,CUST00834,M,Australia,Australia,Sydney,Pacific,Racing Socks,Socks,Clothing,Không,6,9,9.78,0.08,4.68,5.62,54,Đại lý,Thẻ,Tiêu chuẩn,Không,Ngô Thị Nga,Mới,Cá nhân,2024
